,Country Name,Year,Education Expenditure,Fertility rates,Health Expenditure,Labor Force Participation,Num of Elderly Beds,Population Growth,Tax Revenue,Teacher-Pupil Ratio,Working Age Population
117,United Kingdom,0.75,0.4245976236886984,0.29787234042553196,0.47677380184885737,0.49544419134396345,0.3267959221385358,0.6110145277630615,0.5809627595232241,0.4122980817023003,0.4077880515050856
118,United Kingdom,0.875,0.42806640068798685,0.2712765957446809,0.49279981919962307,0.49477421948278155,0.32536155597729816,0.5951129126903331,0.5858608070799827,0.4122980817023003,0.3891620092391072
119,United Kingdom,1.0,0.4116933557877693,0.23936170212765956,0.5128035585636951,0.5004689803028272,0.31744033957700946,0.580235214923548,0.584093399696371,0.4122980817023003,0.3731362159957115
120,Croatia,0.0,0.28842863020386295,0.12234042553191489,0.10334366610242993,0.14873375318236626,0.004125533222460381,0.4115463849225592,0.3750359036703524,0.5108443944833241,0.6039785832228536
121,Croatia,0.125,0.2531051253032659,0.0957446808510638,0.1052435713362315,0.1239447943186387,0.004010567239751023,0.3875535969680784,0.3548718867655125,0.5108443944833241,0.6102442845407684
122,Croatia,0.25,0.28666613911347066,0.1542553191489362,0.10956623543655324,0.10820045558086548,0.004149609868053963,0.3955769793567844,0.3736858090887204,0.5108443944833241,0.6053325068882989
123,Croatia,0.375,0.2581587649564744,0.12234042553191489,0.07903160081318421,0.09044620125954718,0.0040701569375951405,0.4010760769810637,0.39119171000820663,0.4248366036611086,0.5948588864789284
124,Croatia,0.5,0.27074098305127436,0.12234042553191489,0.08652527991105437,0.14136406270936616,0.004465615841469735,0.37497836844067567,0.37988372097289014,0.4384919932680832,0.5774140766844194
125,Croatia,0.625,0.2527729572140771,0.0957446808510638,0.09716061547562158,0.15375854214122991,0.003601264264660119,0.2905568199909096,0.4107418497770741,0.45502469464140904,0.5560374233748828
126,Croatia,0.75,0.26033474272248464,0.10638297872340424,0.11606517145006047,0.10652552592791101,0.00411229106738391,0.31602283651900626,0.42725841155842526,0.4587412532615505,0.5338236027026776
127,Croatia,0.875,0.2793626553342214,0.10106382978723402,0.13050210900567166,0.11624011791504751,0.0035838086966047717,0.21428762815097346,0.4327906253261341,0.4261979801652068,0.5070045050004844
128,Croatia,1.0,0.25432507096938417,0.1276595744680851,0.15019956141178614,0.10217070883022902,0.003825177068680437,0.2765010588848478,0.4249011004988522,0.43727585528633567,0.47537481552432337
129,Hungary,0.0,0.3267909593451837,0.010638297872340436,0.10585449062749666,0.0753718343829559,0.0484343860244703,0.4117099375517839,0.48277389666040277,0.4065905395481233,0.7513954939262455
130,Hungary,0.125,0.23640828280579387,0.0,0.11990937550110636,0.08200455580865604,0.048577040149612276,0.4000933426199392,0.42955055206714676,0.42205350921993406,0.7467840931435418
131,Hungary,0.25,0.16191746160255804,0.0585106382978724,0.12015003146409413,0.10803296261557017,0.048635426015176716,0.35287929728980394,0.49241849790275644,0.44356070637914374,0.7320960751210476
132,Hungary,0.375,0.15156632202875345,0.06382978723404262,0.1270667862614939,0.125887712716066,0.04883466025746361,0.4017122034159194,0.4924249778489276,0.4924711538974689,0.7097057025786125
133,Hungary,0.5,0.24574773779374834,0.11170212765957445,0.1318720670448554,0.1766045826075304,0.048883415464790615,0.4029255854823555,0.49760356810709483,0.5051794918622718,0.6805944647115856
134,Hungary,0.625,0.2392870481549387,0.11702127659574467,0.13541900040661814,0.21291705748358572,0.049153675811578576,0.40931130083706324,0.5050634126745723,0.5113109083003062,0.6504250460218896
135,Hungary,0.75,0.2664185567011023,0.15957446808510642,0.1510395142852935,0.24450623073830893,0.04898152779558446,0.3977131309097037,0.4992915197291554,0.5336337243150425,0.6200925513643831
136,Hungary,0.875,0.28898819344205745,0.16489361702127664,0.15602650970631438,0.2647058823529412,0.04901643893169516,0.4036381873233738,0.4928832037449568,0.542652307522861,0.5929723938432009
137,Hungary,1.0,0.2908935413782624,0.17021276595744686,0.1712517959593155,0.28048371968377317,0.04925058431009275,0.4318101664485294,0.4809464323893677,0.5701773975921902,0.5663058771772026
138,Ireland,0.0,0.25106644578996845,0.4361702127659574,0.5060726023697719,0.48438965563446335,0.014447793104569085,0.5678694843508242,0.45703726890736757,0.16798628218445769,0.6604373908266921
139,Ireland,0.125,0.27552915561044944,0.42553191489361697,0.5392864784659623,0.4629505560766447,0.015421693418829503,0.5458276340844582,0.4571244435295752,0.17384037249599288,0.6096169937797963
140,Ireland,0.25,0.29999186552738705,0.398936170212766,0.557786439861973,0.45223100629773544,0.015871324775289658,0.5433302432998294,0.4804398272097169,0.18415728419591518,0.5679392463442762
141,Ireland,0.375,0.32445457534786803,0.3723404255319149,0.5588096236020936,0.4629505560766447,0.015495127187889928,0.5641567670466876,0.4946031957128432,0.1997128232355181,0.5354698339535146
142,Ireland,0.5,0.3489172851683492,0.351063829787234,0.5523725482874338,0.4559158515342355,0.016023609558669067,0.6055708864508629,0.49955119159246314,0.21637008181169842,0.5164305762605822
143,Ireland,0.625,0.3733799949888302,0.3297872340425533,0.5767358848954984,0.4582607530483719,0.0168668940705843,0.6488888869280278,0.3500618396592055,0.23457536170781992,0.5063349716649616
